"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"Italy",2000,"Fencing","4","3","0","2","5","1.25"
"Bulgaria",1980,"Wrestling","10","3","4","3","10","1.00"
"Finland",1936,"Athletics","5","3","5","2","10","2.00"
"Germany",2008,"Canoeing","8","3","2","3","8","1.00"
"France",1936,"Cycling","6","3","2","2","7","1.17"
"Russia",1996,"Weightlifting","3","2","1","0","3","1.00"
"Ethiopia",1996,"Athletics","3","2","0","1","3","1.00"
"Romania",1992,"Rowing","7","2","4","1","7","1.00"
"Ethiopia",2004,"Athletics","4","2","3","2","7","1.75"
"Taiwan",2004,"Taekwondo","3","2","1","0","3","1.00"
"Germany",1968,"Swimming","8","2","3","3","8","1.00"
"USA",1904,"Tennis","2","2","2","2","6","3.00"
"Finland",1948,"Art Competitions","3","2","1","1","4","1.33"
"Russia",2000,"Boxing","7","2","3","2","7","1.00"
"Australia",1980,"Swimming","7","2","0","5","7","1.00"
"Finland",1984,"Athletics","4","2","1","1","4","1.00"
"Sweden",1908,"Athletics","4","2","0","3","5","1.25"
"Germany",1984,"Equestrianism","4","2","0","2","4","1.00"
"France",2016,"Equestrianism","3","2","1","0","3","1.00"
"USA",1908,"Wrestling","2","2","0","0","2","1.00"
"Russia",2000,"Diving","5","2","1","2","5","1.00"
"Argentina",1932,"Boxing","3","2","1","0","3","1.00"
"Bulgaria",1968,"Wrestling","6","2","3","1","6","1.00"
"Hungary",1988,"Modern Pentathlon","2","2","0","0","2","1.00"
"USA",1912,"Swimming","3","2","1","1","4","1.33"
"Germany",1972,"Swimming","11","2","6","5","13","1.18"
"Italy",1912,"Art Competitions","2","2","0","0","2","1.00"
"Sweden",1908,"Shooting","5","2","2","1","5","1.00"
"Serbia",1924,"Gymnastics","2","2","0","0","2","1.00"
"Netherlands",1972,"Judo","2","2","0","0","2","1.00"
"Hungary",1988,"Canoeing","4","2","1","1","4","1.00"
"Italy",1912,"Gymnastics","2","2","0","1","3","1.50"
"Italy",2004,"Athletics","3","2","0","1","3","1.00"
"USA",1924,"Boxing","4","2","2","2","6","1.50"
"Sweden",2000,"Shooting","2","2","0","0","2","1.00"
"China",2016,"Taekwondo","2","2","0","0","2","1.00"
"Hungary",1980,"Wrestling","7","2","3","2","7","1.00"
"Canada",1984,"Canoeing","6","2","2","2","6","1.00"
"USA",1924,"Rowing","5","2","1","2","5","1.00"
"Cuba",2012,"Boxing","4","2","0","2","4","1.00"
"Cuba",1992,"Athletics","7","2","1","4","7","1.00"
"Switzerland",2016,"Cycling","2","2","0","0","2","1.00"
"USA",2016,"Wrestling","3","2","0","1","3","1.00"
"Russia",1952,"Athletics","13","2","8","7","17","1.31"
"Croatia",2016,"Athletics","3","2","0","1","3","1.00"
"Bulgaria",1992,"Canoeing","3","2","0","1","3","1.00"
"Denmark",1948,"Swimming","4","2","2","0","4","1.00"
"USA",1928,"Rowing","5","2","2","1","5","1.00"
"Germany",1984,"Fencing","5","2","3","0","5","1.00"
"Finland",1976,"Athletics","4","2","2","0","4","1.00"
"USA",1932,"Boxing","5","2","0","3","5","1.00"
"Australia",1992,"Equestrianism","2","2","0","0","2","1.00"
"Russia",2000,"Rhythmic Gymnastics","2","2","0","1","3","1.50"
"Slovakia",2004,"Canoeing","4","2","1","1","4","1.00"
"France",2012,"Judo","7","2","0","5","7","1.00"
"Cuba",2004,"Athletics","4","2","1","2","5","1.25"
"France",2004,"Canoeing","2","2","0","1","3","1.50"
"USA",1932,"Sailing","3","2","1","0","3","1.00"
"Greece",2004,"Athletics","5","2","2","1","5","1.00"
"Georgia",2008,"Wrestling","4","2","0","2","4","1.00"
"Italy",1920,"Athletics","4","2","0","2","4","1.00"
"New Zealand",1964,"Athletics","3","2","0","2","4","1.33"
"Australia",2008,"Rowing","3","2","1","0","3","1.00"
"Morocco",2004,"Athletics","3","2","1","0","3","1.00"
"Bulgaria",1972,"Wrestling","8","2","4","2","8","1.00"
"Russia",2000,"Synchronized Swimming","2","2","0","0","2","1.00"
"USA",1936,"Swimming","7","2","3","3","8","1.14"
"Norway",1912,"Sailing","2","2","0","0","2","1.00"
"Russia",2000,"Trampolining","2","2","0","0","2","1.00"
"Uzbekistan",2004,"Wrestling","3","2","1","0","3","1.00"
"Sweden",1920,"Figure Skating","2","2","1","0","3","1.50"
"Poland",1932,"Athletics","3","2","0","1","3","1.00"
"Sweden",1920,"Sailing","2","2","1","0","3","1.50"
"Germany",2012,"Equestrianism","3","2","1","1","4","1.33"
"USA",1948,"Rowing","3","2","0","1","3","1.00"
"USA",1948,"Sailing","3","2","1","1","4","1.33"
"Sweden",1920,"Swimming","3","2","2","1","5","1.67"
"Italy",2000,"Cycling","3","2","0","1","3","1.00"
"USA",1948,"Wrestling","4","2","1","1","4","1.00"
"Greece",2000,"Weightlifting","5","2","2","1","5","1.00"
"Italy",2000,"Canoeing","3","2","0","1","3","1.00"
"Belarus",2000,"Athletics","4","2","0","3","5","1.25"
"Austria",2000,"Sailing","2","2","0","0","2","1.00"
"USA",1952,"Rowing","3","2","0","1","3","1.00"
"USA",1952,"Sailing","3","2","1","0","3","1.00"
"Italy",1920,"Gymnastics","2","2","0","0","2","1.00"
"New Zealand",2016,"Rowing","3","2","1","0","3","1.00"
"Netherlands",1928,"Equestrianism","3","2","1","1","4","1.33"
"USA",1956,"Boxing","3","2","1","0","3","1.00"
"Belarus",2008,"Canoeing","3","2","0","1","3","1.00"
"Sweden",1924,"Equestrianism","3","2","2","0","4","1.33"
"USA",1956,"Swimming","9","2","4","5","11","1.22"
"France",2012,"Canoeing","2","2","0","0","2","1.00"
"Austria",1904,"Gymnastics","3","2","1","0","3","1.00"
"Switzerland",1996,"Rowing","2","2","0","0","2","1.00"
"USA",1960,"Diving","4","2","4","0","6","1.50"
"Czech Republic",1936,"Canoeing","3","2","1","0","3","1.00"
"Bulgaria",1976,"Rowing","3","2","1","0","3","1.00"
"Australia",1996,"Swimming","10","2","4","6","12","1.20"
"Hungary",1948,"Athletics","3","2","0","1","3","1.00"
"Italy",1924,"Gymnastics","3","2","0","1","3","1.00"
"New Zealand",1960,"Athletics","3","2","0","1","3","1.00"
"Hungary",1948,"Boxing","2","2","0","0","2","1.00"
"China",2004,"Athletics","2","2","0","0","2","1.00"
"Russia",2004,"Rhythmic Gymnastics","2","2","1","0","3","1.50"
"Bulgaria",1976,"Weightlifting","6","2","3","1","6","1.00"
"Italy",1972,"Fencing","2","2","0","0","2","1.00"
"USA",1964,"Rowing","4","2","1","1","4","1.00"
"Australia",2008,"Sailing","3","2","1","0","3","1.00"
"USA",1964,"Shooting","5","2","2","3","7","1.40"
"Brazil",1980,"Sailing","2","2","0","0","2","1.00"
"Italy",1996,"Shooting","4","2","1","2","5","1.25"
"China",1992,"Shooting","4","2","2","0","4","1.00"
"USA",1968,"Boxing","7","2","1","4","7","1.00"
"USA",1968,"Diving","4","2","0","4","6","1.50"
"USA",1968,"Sailing","2","2","0","0","2","1.00"
"Russia",2004,"Synchronized Swimming","2","2","0","0","2","1.00"
"Germany",1972,"Equestrianism","4","2","1","2","5","1.25"
"Italy",1928,"Fencing","5","2","1","2","5","1.00"
"Germany",1984,"Swimming","10","2","3","6","11","1.10"
"USA",1972,"Archery","2","2","0","0","2","1.00"
"Netherlands",2000,"Equestrianism","3","2","2","0","4","1.33"
"Netherlands",2012,"Swimming","3","2","1","1","4","1.33"
"Romania",1964,"Athletics","3","2","0","1","3","1.00"
"Germany",2012,"Rowing","3","2","1","0","3","1.00"
"Italy",1996,"Canoeing","5","2","2","1","5","1.00"
"Germany",1928,"Equestrianism","3","2","0","1","3","1.00"
"USA",1972,"Shooting","3","2","2","0","4","1.33"
"Greece",1996,"Weightlifting","5","2","3","0","5","1.00"
"USA",1976,"Archery","2","2","0","0","2","1.00"
"Germany",1992,"Shooting","3","2","0","1","3","1.00"
"Finland",1964,"Shooting","2","2","0","0","2","1.00"
"USA",1976,"Diving","4","2","1","2","5","1.25"
"USA",1976,"Equestrianism","3","2","1","1","4","1.33"
"Romania",1984,"Weightlifting","7","2","5","1","8","1.14"
"France",1980,"Judo","4","2","1","1","4","1.00"
"Bulgaria",2000,"Shooting","2","2","0","0","2","1.00"
"Germany",1984,"Weightlifting","3","2","0","1","3","1.00"
"USA",1976,"Shooting","2","2","1","0","3","1.50"
"Cuba",2016,"Wrestling","3","2","1","0","3","1.00"
"Romania",1984,"Wrestling","6","2","1","3","6","1.00"
"Russia",2008,"Boxing","3","2","0","1","3","1.00"
"Netherlands",1924,"Equestrianism","2","2","0","0","2","1.00"
"USA",1984,"Basketball","2","2","0","0","2","1.00"
"China",2000,"Judo","4","2","1","1","4","1.00"
"Romania",1968,"Athletics","4","2","2","0","4","1.00"
"Germany",1988,"Shooting","5","2","2","1","5","1.00"
"USA",1984,"Diving","4","2","3","3","8","2.00"
"France",1984,"Fencing","6","2","2","3","7","1.17"
"Poland",1980,"Athletics","6","2","4","1","7","1.17"
"China",1996,"Shooting","4","2","2","1","5","1.25"
"Italy",1992,"Fencing","3","2","1","0","3","1.00"
"USA",1984,"Rowing","8","2","5","1","8","1.00"
"Italy",1992,"Cycling","3","2","1","0","3","1.00"
"USA",1984,"Synchronized Swimming","2","2","0","0","2","1.00"
"Italy",1932,"Fencing","6","2","4","2","8","1.33"
"USA",1988,"Canoeing","2","2","0","0","2","1.00"
"Italy",1988,"Rowing","2","2","0","0","2","1.00"
"USA",1988,"Diving","4","2","1","2","5","1.25"
"Finland",1956,"Wrestling","4","2","0","2","4","1.00"
"Czech Republic",2008,"Shooting","3","2","1","0","3","1.00"
"Bulgaria",1980,"Weightlifting","6","2","4","2","8","1.33"
"Mexico",1948,"Equestrianism","3","2","1","1","4","1.33"
"Romania",2000,"Swimming","4","2","1","1","4","1.00"
"Belgium",1912,"Fencing","2","2","0","1","3","1.50"
"Germany",2016,"Athletics","2","2","0","1","3","1.50"
"USA",1988,"Tennis","4","2","1","2","5","1.25"
"Hungary",1968,"Fencing","7","2","2","3","7","1.00"
"USA",1988,"Wrestling","6","2","1","3","6","1.00"
"Serbia",1988,"Shooting","3","2","0","1","3","1.00"
"Russia",2008,"Rhythmic Gymnastics","2","2","0","0","2","1.00"
"Sweden",1952,"Gymnastics","2","2","0","0","2","1.00"
"Hungary",1952,"Fencing","4","2","2","2","6","1.50"
"France",1988,"Fencing","3","2","1","0","3","1.00"
"Germany",1988,"Boxing","4","2","1","1","4","1.00"
"Russia",2008,"Synchronized Swimming","2","2","0","0","2","1.00"
"Mexico",1968,"Boxing","4","2","0","2","4","1.00"
"France",1988,"Sailing","2","2","0","0","2","1.00"
"Romania",1992,"Gymnastics","4","2","1","2","5","1.25"
"Switzerland",1952,"Gymnastics","5","2","2","3","7","1.40"
"USA",1992,"Synchronized Swimming","2","2","0","0","2","1.00"
"USA",1992,"Tennis","2","2","0","1","3","1.50"
"Sweden",1956,"Canoeing","2","2","0","0","2","1.00"
"USA",1996,"Archery","2","2","0","0","2","1.00"
"USA",1996,"Basketball","2","2","0","0","2","1.00"
"Hungary",1964,"Wrestling","2","2","0","0","2","1.00"
"Hungary",1952,"Gymnastics","6","2","1","5","8","1.33"
"Bulgaria",1988,"Athletics","4","2","1","1","4","1.00"
"Germany",1992,"Fencing","3","2","1","0","3","1.00"
"Sweden",1956,"Sailing","2","2","0","0","2","1.00"
"USA",1996,"Gymnastics","5","2","2","1","5","1.00"
"Poland",1972,"Fencing","2","2","0","0","2","1.00"
"Mexico",1984,"Athletics","2","2","1","0","3","1.50"
"Germany",2016,"Equestrianism","5","2","2","2","6","1.20"
"Romania",1972,"Wrestling","4","2","0","2","4","1.00"
"Netherlands",2016,"Sailing","2","2","0","0","2","1.00"
"Germany",1928,"Weightlifting","3","2","0","1","3","1.00"
"Italy",1948,"Cycling","3","2","1","0","3","1.00"
"Sweden",1964,"Canoeing","2","2","0","0","2","1.00"
"Serbia",1984,"Wrestling","5","2","1","2","5","1.00"
"USA",2000,"Basketball","2","2","0","0","2","1.00"
"Poland",1960,"Athletics","7","2","2","3","7","1.00"
"France",1992,"Fencing","4","2","0","3","5","1.25"
"Morocco",1984,"Athletics","2","2","0","0","2","1.00"
"Russia",2012,"Rhythmic Gymnastics","2","2","1","0","3","1.50"
"Hungary",1952,"Wrestling","4","2","1","1","4","1.00"
"France",1992,"Judo","7","2","1","4","7","1.00"
"France",1992,"Sailing","2","2","0","0","2","1.00"
"Russia",2012,"Synchronized Swimming","2","2","0","0","2","1.00"
"Italy",1952,"Cycling","5","2","2","1","5","1.00"
"USA",2000,"Tennis","2","2","0","1","3","1.50"
"Cuba",2000,"Athletics","6","2","2","2","6","1.00"
"USA",2000,"Wrestling","7","2","2","3","7","1.00"
"Italy",1984,"Modern Pentathlon","2","2","0","1","3","1.50"
"Hungary",1956,"Fencing","4","2","1","1","4","1.00"
"Sweden",1972,"Swimming","2","2","0","0","2","1.00"
"Serbia",1984,"Handball","2","2","0","0","2","1.00"
"Hungary",1968,"Athletics","6","2","1","4","7","1.17"
"Hungary",1968,"Canoeing","6","2","3","1","6","1.00"
"Australia",1992,"Rowing","2","2","0","0","2","1.00"
"USA",2004,"Gymnastics","8","2","6","1","9","1.13"
"Germany",2016,"Rowing","3","2","1","0","3","1.00"
"Netherlands",2016,"Cycling","6","2","3","1","6","1.00"
"USA",2004,"Shooting","3","2","1","0","3","1.00"
"Netherlands",2016,"Swimming","2","2","0","0","2","1.00"
"Romania",1996,"Rowing","2","2","0","0","2","1.00"
"Sweden",1980,"Swimming","4","2","2","1","5","1.25"
"France",1996,"Fencing","5","2","2","3","7","1.40"
"France",2008,"Cycling","4","2","3","1","6","1.50"
"USA",2008,"Basketball","2","2","0","0","2","1.00"
"USA",2008,"Beach Volleyball","2","2","0","0","2","1.00"
"Mexico",2008,"Taekwondo","2","2","0","0","2","1.00"
"Romania",1980,"Gymnastics","6","2","3","2","7","1.17"
"Sweden",1984,"Canoeing","6","2","4","0","6","1.00"
"Hungary",1972,"Fencing","7","2","4","2","8","1.14"
"USA",2008,"Gymnastics","7","2","6","2","10","1.43"
"Poland",1964,"Athletics","8","2","4","2","8","1.00"
"Germany",1992,"Boxing","4","2","1","1","4","1.00"
"USA",2008,"Shooting","6","2","2","2","6","1.00"
"Norway",1952,"Shooting","2","2","0","0","2","1.00"
"Russia",1968,"Canoeing","6","2","1","3","6","1.00"
"Jamaica",2004,"Athletics","5","2","1","2","5","1.00"
"New Zealand",1984,"Sailing","3","2","0","1","3","1.00"
"Australia",2000,"Sailing","4","2","1","1","4","1.00"
"Hungary",1968,"Wrestling","4","2","0","2","4","1.00"
"UK",1908,"Archery","2","2","2","1","5","2.50"
"Hungary",2008,"Canoeing","4","2","1","1","4","1.00"
"Netherlands",2004,"Swimming","7","2","3","2","7","1.00"
"Hungary",2012,"Swimming","3","2","0","1","3","1.00"
"Russia",1968,"Shooting","5","2","1","2","5","1.00"
"Netherlands",1984,"Swimming","6","2","1","3","6","1.00"
"UK",1908,"Motorboating","2","2","0","0","2","1.00"
"Russia",1968,"Volleyball","2","2","0","0","2","1.00"
"UK",1908,"Racquets","2","2","2","2","6","3.00"
"Russia",2016,"Judo","3","2","0","1","3","1.00"
"Italy",1960,"Fencing","6","2","1","3","6","1.00"
"France",1908,"Fencing","2","2","1","1","4","2.00"
"Canada",1996,"Athletics","2","2","0","0","2","1.00"
"Hungary",2016,"Fencing","4","2","1","1","4","1.00"
"UK",1912,"Athletics","8","2","1","5","8","1.00"
"Japan",1936,"Athletics","4","2","2","3","7","1.75"
"South Korea",1984,"Judo","5","2","2","1","5","1.00"
"South Korea",1984,"Wrestling","7","2","1","4","7","1.00"
"UK",1912,"Rowing","3","2","2","0","4","1.33"
"South Korea",1988,"Boxing","4","2","1","1","4","1.00"
"UK",1912,"Tennis","4","2","2","2","6","1.50"
"South Korea",1988,"Judo","3","2","0","1","3","1.00"
"UK",1920,"Boxing","6","2","1","3","6","1.00"
"Hungary",1904,"Swimming","4","2","1","1","4","1.00"
"South Korea",1988,"Table Tennis","3","2","1","1","4","1.33"
"Japan",1956,"Wrestling","3","2","1","0","3","1.00"
"South Africa",2016,"Athletics","4","2","2","0","4","1.00"
"South Korea",1988,"Wrestling","9","2","2","5","9","1.00"
"South Korea",1992,"Archery","3","2","2","0","4","1.33"
"Germany",1960,"Athletics","13","2","8","3","13","1.00"
"Bulgaria",1988,"Weightlifting","3","2","1","1","4","1.33"
"UK",1920,"Tennis","4","2","3","1","6","1.50"
"South Korea",1992,"Badminton","3","2","1","1","4","1.33"
"Russia",1972,"Boxing","2","2","0","0","2","1.00"
"France",1912,"Shooting","2","2","0","0","2","1.00"
"UK",1924,"Boxing","3","2","2","0","4","1.33"
"Russia",1972,"Cycling","3","2","0","1","3","1.00"
"Germany",2000,"Equestrianism","3","2","1","1","4","1.33"
"South Korea",1992,"Shooting","2","2","0","0","2","1.00"
"UK",1924,"Rowing","2","2","0","0","2","1.00"
"South Africa",2012,"Swimming","3","2","1","0","3","1.00"
"North Korea",1992,"Wrestling","3","2","0","1","3","1.00"
"Russia",1972,"Fencing","6","2","2","3","7","1.17"
"South Korea",1992,"Wrestling","4","2","1","1","4","1.00"
"South Korea",1996,"Archery","4","2","1","1","4","1.00"
"UK",1928,"Athletics","5","2","2","1","5","1.00"
"Belgium",1920,"Equestrianism","4","2","1","2","5","1.25"
"South Korea",1996,"Badminton","3","2","2","0","4","1.33"
"Austria",1928,"Weightlifting","2","2","0","0","2","1.00"
"Germany",2000,"Athletics","5","2","1","2","5","1.00"
"Germany",1976,"Equestrianism","6","2","3","2","7","1.17"
"UK",1932,"Athletics","8","2","4","2","8","1.00"
"Russia",1972,"Rowing","2","2","0","0","2","1.00"
"South Korea",1996,"Judo","8","2","4","2","8","1.00"
"UK",1932,"Rowing","2","2","0","0","2","1.00"
"Turkey",1996,"Wrestling","3","2","0","1","3","1.00"
"Belgium",1952,"Cycling","2","2","1","0","3","1.50"
"UK",1936,"Athletics","7","2","5","0","7","1.00"
"USA",2012,"Basketball","2","2","0","0","2","1.00"
"Germany",2000,"Rowing","6","2","1","3","6","1.00"
"Turkey",1996,"Weightlifting","2","2","0","0","2","1.00"
"Hungary",1908,"Fencing","2","2","1","0","3","1.50"
"Japan",1972,"Swimming","3","2","0","1","3","1.00"
"Netherlands",1928,"Art Competitions","4","2","1","1","4","1.00"
"Japan",1972,"Wrestling","4","2","2","0","4","1.00"
"Russia",2016,"Rhythmic Gymnastics","2","2","1","0","3","1.50"
"UK",1948,"Rowing","3","2","1","0","3","1.00"
"Russia",1964,"Rowing","2","2","0","0","2","1.00"
"Azerbaijan",2012,"Wrestling","7","2","2","3","7","1.00"
"Japan",1976,"Wrestling","6","2","0","4","6","1.00"
"Germany",1976,"Fencing","3","2","2","0","4","1.33"
"France",1920,"Tennis","4","2","0","2","4","1.00"
"UK",1956,"Boxing","5","2","1","2","5","1.00"
"Norway",1924,"Sailing","3","2","1","0","3","1.00"
"Finland",1932,"Wrestling","8","2","3","3","8","1.00"
"Cuba",2000,"Judo","5","2","2","1","5","1.00"
"Germany",1960,"Diving","2","2","0","0","2","1.00"
"Jamaica",1952,"Athletics","4","2","3","0","5","1.25"
"France",1920,"Weightlifting","3","2","0","1","3","1.00"
"China",2008,"Trampolining","2","2","0","1","3","1.50"
"Japan",1984,"Wrestling","9","2","5","2","9","1.00"
"South Africa",1996,"Swimming","3","2","0","1","3","1.00"
"Brazil",1996,"Sailing","3","2","0","1","3","1.00"
"Switzerland",1924,"Wrestling","4","2","1","2","5","1.25"
"Italy",1964,"Boxing","5","2","0","3","5","1.00"
"South Korea",2004,"Taekwondo","4","2","0","2","4","1.00"
"China",2008,"Boxing","4","2","1","1","4","1.00"
"Japan",1988,"Wrestling","4","2","2","0","4","1.00"
"Canada",1912,"Swimming","2","2","0","0","2","1.00"
"Turkey",1968,"Wrestling","2","2","0","0","2","1.00"
"South Korea",2008,"Archery","4","2","2","1","5","1.25"
"Russia",1976,"Handball","2","2","0","0","2","1.00"
"Russia",1976,"Judo","5","2","2","1","5","1.00"
"Turkey",1964,"Wrestling","6","2","3","1","6","1.00"
"Chile",2004,"Tennis","2","2","0","1","3","1.50"
"Japan",1992,"Judo","10","2","4","4","10","1.00"
"UK",1972,"Equestrianism","3","2","1","0","3","1.00"
"Hungary",1912,"Fencing","2","2","1","1","4","2.00"
"Turkey",1952,"Wrestling","3","2","0","1","3","1.00"
"Czech Republic",1992,"Athletics","2","2","0","0","2","1.00"
"France",1924,"Weightlifting","2","2","0","0","2","1.00"
"South Korea",2008,"Weightlifting","3","2","1","0","3","1.00"
"Norway",1924,"Shooting","4","2","1","1","4","1.00"
"Indonesia",1992,"Badminton","3","2","2","1","5","1.67"
"South Korea",2012,"Fencing","6","2","1","3","6","1.00"
"Italy",1964,"Equestrianism","3","2","0","1","3","1.00"
"South Korea",2012,"Judo","3","2","0","1","3","1.00"
"Egypt",1936,"Weightlifting","4","2","1","2","5","1.25"
"France",1928,"Fencing","4","2","3","0","5","1.25"
"France",2016,"Boxing","6","2","2","2","6","1.00"
"Japan",2004,"Athletics","2","2","0","0","2","1.00"
"China",2012,"Fencing","3","2","0","1","3","1.00"
"France",2016,"Judo","5","2","2","1","5","1.00"
"Germany",1912,"Swimming","4","2","3","2","7","1.75"
"Russia",1980,"Diving","4","2","2","2","6","1.50"
"Egypt",1948,"Weightlifting","2","2","1","0","3","1.50"
"South Korea",2016,"Taekwondo","5","2","0","3","5","1.00"
"UK",1992,"Athletics","6","2","0","4","6","1.00"
"Germany",1936,"Boxing","5","2","2","1","5","1.00"
"Japan",2004,"Wrestling","6","2","1","3","6","1.00"
"Netherlands",2008,"Swimming","2","2","0","0","2","1.00"
"UK",1992,"Rowing","2","2","0","0","2","1.00"
"France",1932,"Equestrianism","2","2","1","0","3","1.50"
"France",1932,"Fencing","3","2","1","0","3","1.00"
"Germany",1936,"Canoeing","7","2","3","2","7","1.00"
"Switzerland",1924,"Rowing","5","2","0","3","5","1.00"
"Russia",1980,"Judo","5","2","1","2","5","1.00"
